0.006469675,0.989035023,0,0.004495302
0.003479982,0.98940242,0,0.007117598
0.304410657,0,0.335971781,0.359617562
0,0.153681742,0.294789796,0.551528463
0,0.124540276,0.305068918,0.570390806
0.002981381,0.989463702,0,0.007554917
0.664085875,0.023811812,0.312102313,0
0,0.130951299,0.3028072,0.566241501
0,0.977403869,0.004380941,0.01821519
0,0.122714754,0.305709239,0.571576007
0,0.945916201,0.015482114,0.038601685
0.665055549,0.022376858,0.312567593,0
0,0.107424647,0.31110963,0.581465722
0.168375737,0,0.341818984,0.48980528
0.328446129,0,0.334938632,0.336615239
0.631723312,0.071699005,0.296577683,0
0.629147529,0.075510564,0.295341907,0
0.507989194,0,0.327222278,0.164788528
0.003978424,0.989341177,0,0.006680399
0.000558164,0.989761502,0,0.009680334
0.672567232,0.011261696,0.316171073,0
0,0.982763283,0.002491449,0.014745268
0.008666018,0.988765097,0,0.002568885
0,0.964493808,0.008932463,0.02657373
0.624001811,0.083124838,0.292873351,0
0.612924001,0,0.322712514,0.064363485
0.37163047,0,0.333082319,0.29528721
0.358214645,0,0.333658611,0.308126744
0,0.125890079,0.304588231,0.56952169
0.291359779,0,0.336532229,0.372107992
0,0.120408532,0.306523724,0.573067744
0.549495283,0,0.325438272,0.125066444
0.00994489,0.98860793,0,0.00144718
0.003369943,0.989415951,0,0.007214106
0,0.974684903,0.005339528,0.019975568
0.265563535,0,0.337640914,0.396795551
0,0.983411597,0.002262883,0.01432552
0.650038114,0.044598227,0.305363659,0
0,0.973163782,0.005875813,0.020960405
0.627140614,0.078480102,0.294379284,0
0.657050906,0,0.320816145,0.022132948
0.259604719,0,0.337897406,0.402497874
0.64354935,0.05419994,0.30225071,0
0.117245078,0,0.344014843,0.538740079
0.016196862,0,0.348360867,0.635442271
0.644700784,0,0.321346961,0.033952256
0.144719727,0,0.342835028,0.512445245
0,0.961605492,0.009950757,0.02844375
0.656386023,0,0.320844339,0.022769638
0.147019072,0,0.342736052,0.510244876
0,0.116521004,0.307897143,0.575581853
0.322056087,0,0.335213388,0.342730525
0,0.122605099,0.305747266,0.571647636
0.486575608,0,0.328142848,0.185281544
0.304352888,0,0.335974249,0.359672864
0.609163813,0.105080789,0.285755398,0
0.04021745,0,0.347326715,0.612455835
0.452241802,0,0.329617906,0.218140293
0.173341885,0,0.341605087,0.485053028
0.30111441,0,0.336113708,0.362771882
0.400407721,0,0.331845843,0.267746436
0,0.027432172,0.339364618,0.63320321
0.198732924,0,0.340513562,0.460753513
0.012409512,0,0.348523394,0.639067093
0.65121504,0,0.321066886,0.027718074
0.641277237,0.057561992,0.301160772,0
0.656662347,0.034796211,0.308541442,0
0.448574255,0,0.329775714,0.221650031
0.544686268,0,0.325645005,0.129668726
0,0.035439654,0.336540866,0.62801948
0,0.136837826,0.30072812,0.562434054
0.352453928,0,0.333906573,0.313639499
0,0.091559059,0.316716945,0.591723996
0,0.036525297,0.336155265,0.627319438
0.622201213,0.085789029,0.292009757,0
0.145277185,0,0.342810822,0.511911993
0,0.98065089,0.003236184,0.016112926
0.420862857,0,0.330966434,0.248170709
0,0.95606782,0.011903102,0.032029079
0.104338187,0,0.344570008,0.551091805
0.085315432,0,0.345388946,0.569295621
0.01241165,0.987198226,0.000390124,0
0.617952736,0,0.322496479,0.059550785
0.005529776,0.989150524,0,0.005319701
0.00563514,0.989137571,0,0.005227289
0,0.964402673,0.008964594,0.026632733
0,0.970379033,0.006857591,0.022763376
0.635983752,0.06539496,0.298621288,0
0.678559062,0,0.319891602,0.001549336
0.64748339,0.048378655,0.304137956,0
0,0.1147307,0.308527179,0.576742121
0.003078459,0.989451774,0,0.007469767
0.35924785,0,0.333614437,0.307137713
0.639786356,0.059768004,0.300445641,0
0,0.027496709,0.339343237,0.633160054
0.53306408,0,0.3261447,0.14079122
0.603438325,0,0.323120042,0.073441633
0.628571643,0,0.322039867,0.049388491
0.001858214,0.989601723,0,0.008540063
0,0.975924579,0.004902472,0.019172949
0.005732848,0.989125565,0,0.005141588
0.26737243,0,0.337563643,0.395063926
0.623220685,0.084280543,0.292498772,0
0.246429803,0,0.338463923,0.415106273
0,0.10624067,0.311531564,0.582227766
0.008276309,0.988812994,0,0.002910698
0.040464698,0,0.347316245,0.612219056
0,0.132465889,0.302274845,0.565259265
0.000781771,0.989734013,0,0.009484215
0,0.053718741,0.330084099,0.616197161
0.633373151,0.069257644,0.297369205,0
0.624860588,0.08185395,0.293285462,0
0.647569365,0.048251311,0.304179325,0
0,0.127391889,0.304061312,0.568546799
0.458314484,0,0.329357206,0.21232831
0.330598221,0,0.334846038,0.334555741
0.128669357,0,0.343524869,0.527805774
0.005892614,0.989105932,0,0.005001454
0.203823247,0,0.340294622,0.455882131
0.34125218,0,0.33438786,0.324359959
0.507670895,0,0.327235793,0.165093312
0.001859116,0.989601611,0,0.008539272
0.007051866,0.98896346,0,0.003984674
0,0.003156964,0.347939498,0.648903538
0.303776975,0,0.335998679,0.360224346
0.188559977,0,0.340951023,0.470489
0.638600029,0.061523326,0.299876645,0
0.005775916,0.98912027,0,0.005103815
0.339635538,0,0.334457451,0.325907011
0.274363342,0,0.337263066,0.388373592
0.270722279,0,0.337419203,0.391858519
0.449501887,0,0.329735858,0.220762255
0.008426925,0.988794482,0,0.002778593
0.656395714,0.035191078,0.308413208,0
0.307212043,0,0.335851322,0.356936635
0.659062707,0.031244508,0.309692785,0
0.55556301,0,0.325177594,0.119259396
0,0.010454662,0.345362001,0.644183337
0.217154327,0,0.339721684,0.443123989
0.66494349,0.022542643,0.312513867,0
0.074736527,0,0.345843302,0.57942017
0.21024108,0,0.340019659,0.449739261
0.493056092,0,0.327864121,0.179079787
0.002822995,0.989483158,0,0.007693847
0.603381863,0.11363638,0.282981757,0
0.597928008,0.12170656,0.280365432,0
0.252859818,0,0.338187345,0.408952837
0.583970777,0.142359244,0.273669979,0
0.055698041,0,0.346661363,0.597640596
0,0.121203599,0.306243833,0.572552568
0.271696698,0,0.337377611,0.390925691
0.131417289,0,0.343406727,0.525175984
0.328835847,0,0.334921917,0.336242237
0.293186569,0,0.336453748,0.370359683
0.625892289,0,0.322155219,0.051952492
0.507099974,0,0.327260327,0.165639699
0.362163481,0,0.333489446,0.304347073
0.004400612,0.989289293,0,0.006310095
0.004121787,0.989323557,0,0.006554656
0.193944551,0,0.34071929,0.465336159
0.233194967,0,0.339032874,0.42777216
0,0.932738048,0.020128157,0.047133795
0.0334214,0,0.347619514,0.618959085
0.204157506,0,0.340280542,0.455561952
0.154580377,0,0.342411684,0.503007939
0.002762956,0,0.348936729,0.648300316
0.593471383,0,0.323548689,0.082979928
0,0.115481113,0.3082637,0.576255188
0.603696676,0.113170508,0.283132816,0
0.057325975,0,0.346592404,0.596081621
0.601895542,0.115835828,0.282268631,0
0,0.942608595,0.016648227,0.040743179
0.659399297,0,0.320714829,0.019885874
0.610800659,0,0.322803679,0.066395662
0.489086088,0,0.328034429,0.182879483
0.407365778,0,0.331546866,0.261087356
0.55691294,0,0.325119734,0.117967326
0.006361926,0.989048251,0,0.004589823
0,0.943307274,0.016401909,0.040290817
0.016641571,0,0.348340995,0.635017434
0.003791395,0.989364155,0,0.00684445
0.116578601,0,0.34404386,0.539377539
0.07032661,0,0.34603194,0.583641451
0.454810808,0,0.329507555,0.215681637
0,0.082977219,0.319749989,0.597272792
0,0.989392284,0.000154353,0.010453363
0,0.927395415,0.022011731,0.050592855
0.002748657,0.989492303,0,0.00775904
0,0.98202647,0.002751217,0.015222313
0.600684722,0.11762731,0.281687968,0
0.320196238,0,0.33529345,0.344510312
0.623926571,0.083235982,0.292837446,0
0.629363065,0.075191516,0.295445419,0
0.230570988,0,0.33914573,0.430283282
0.144769819,0,0.342833128,0.512397053
0.443717162,0,0.329984594,0.226298244
0.401052731,0,0.331818182,0.267129087
0.659017938,0,0.320731723,0.020250339
0,0.904977345,0.029915362,0.065107293
0.00862354,0.988770319,0,0.002606141
